,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,- V EUR,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR
53.,37 ,OBČINA IG,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","102.100,00 ","0,00 ","0,00 ","102.100,00 ","102.100,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.065,03 ","6.065,03 ","6.065,03 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.500,00 ","0,00 ","0,00 ","1.500,00 ","1.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","101.639,34 ","101.639,34 ","79.695,29 ","21.944,05 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","211.304,37 "
54.,38 ,OBČINA ILIRSKA BISTRICA,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","283.518,22 ","0,00 ","0,00 ","283.518,22 ","283.518,22 ","50.426,39 ","0,00 ","0,00 ","0,00 ","24.263,39 ","24.263,39 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","26.163,00 ","26.163,00 ","338.542,48 ","275.285,68 ","275.285,68 ","63.256,80 ","63.256,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","119.074,09 ","0,00 ","0,00 ","0,00 ","0,00 ","119.074,09 ","119.074,09 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","26.666,82 ","0,00 ","0,00 ","26.666,82 ","26.666,82 ","0,00 ","0,00 ","0,00 ","0,00 ","58.831,60 ","58.831,60 ","31.112,13 ","27.719,47 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","877.059,60 "
55.,39 ,OBČINA IVANČNA GORICA,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","85.560,00 ","0,00 ","0,00 ","85.560,00 ","85.560,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","118.507,24 ","118.507,24 ","118.507,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","75.864,11 ","12.560,00 ","12.560,00 ","63.304,11 ","63.304,11 ","0,00 ","0,00 ","0,00 ","0,00 ","61.929,63 ","61.929,63 ","8.800,00 ","53.129,63 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","341.860,98 "
56.,40 ,OBČINA IZOLA,"23.159,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","23.159,00 ","0,00 ","0,00 ","23.159,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","49.954,00 ","0,00 ","0,00 ","49.954,00 ","49.954,00 ","707.361,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","187.388,00 ","83.948,00 ","103.440,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.027,00 ","4.027,00 ","515.946,00 ","515.946,00 ","955.144,00 ","187.058,00 ","187.058,00 ","768.086,00 ","768.086,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.077,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.077,00 ","10.077,00 ","4.140,00 ","0,00 ","0,00 ","4.140,00 ","4.140,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","401.836,00 ","96.890,00 ","96.890,00 ","88.520,00 ","88.520,00 ","0,00 ","0,00 ","216.426,00 ","216.426,00 ","597.276,00 ","597.276,00 ","240.503,00 ","356.773,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.748.947,00 "
57.,41 ,OBČINA JESENICE,"5.984,00 ","5.984,00 ","5.984,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","108.660,00 ","0,00 ","0,00 ","108.660,00 ","108.660,00 ","138.076,74 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","138.076,74 ","0,00 ","0,00 ","138.076,74 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","116.306,85 ","0,00 ","0,00 ","116.306,85 ","116.306,85 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","495,98 ","0,00 ","0,00 ","0,00 ","0,00 ","495,98 ","495,98 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","563.667,62 ","460.457,60 ","460.457,60 ","98.041,33 ","98.041,33 ","0,00 ","0,00 ","5.168,69 ","5.168,69 ","399.505,55 ","334.264,09 ","60.427,00 ","273.837,09 ","33.806,00 ","0,00 ","0,00 ","33.806,00 ","0,00 ","0,00 ","0,00 ","31.435,46 ","31.435,46 ","0,00 ","0,00 ","0,00 ","0,00 ","9.682,68 ","0,00 ","0,00 ","3.108,00 ","3.108,00 ","6.574,68 ","6.574,68 ","0,00 ","0,00 ","1.342.379,42 "
58.,163 ,OBČINA JEZERSKO,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","30.000,00 ","0,00 ","0,00 ","30.000,00 ","30.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","386,61 ","386,61 ","386,61 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","13.016,17 ","0,00 ","0,00 ","0,00 ","0,00 ","13.016,17 ","13.016,17 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.003,26 ","0,00 ","0,00 ","2.003,26 ","2.003,26 ","0,00 ","0,00 ","0,00 ","0,00 ","2.749,24 ","2.749,24 ","0,00 ","2.749,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","48.155,28 "
59.,42 ,OBČINA JURŠINCI,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","19.777,13 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","19.695,73 ","19.695,73 ","0,00 ","0,00 ","0,00 ","81,40 ","81,40 ","0,00 ","0,00 ","0,00 ","0,00 ","6.448,69 ","6.448,69 ","6.448,69 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","14.754,22 ","0,00 ","0,00 ","0,00 ","0,00 ","14.754,22 ","14.754,22 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.773,90 ","9.773,90 ","3.182,00 ","6.591,90 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","50.753,94 "
60.,43 ,OBČINA KAMNIK,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","540,00 ","540,00 ","540,00 ","218.842,30 ","0,00 ","0,00 ","218.842,30 ","218.842,30 ","800,07 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","800,07 ","800,07 ","0,00 ","0,00 ","92.550,23 ","91.491,72 ","91.491,72 ","1.058,51 ","1.058,51 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","76.682,81 ","14.997,02 ","14.997,02 ","53.700,00 ","53.700,00 ","0,00 ","0,00 ","7.985,79 ","7.985,79 ","273.882,61 ","273.882,61 ","138.544,74 ","135.337,87 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","663.298,02 "
61.,44 ,OBČINA KANAL,"33.126,61 ","9.724,61 ","9.724,61 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","23.402,00 ","23.402,00 ","0,00 ","0,00 ","0,00 ","11.580,00 ","0,00 ","0,00 ","11.580,00 ","11.580,00 ","2.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.000,00 ","2.000,00 ","0,00 ","0,00 ","55.990,30 ","55.990,30 ","55.990,30 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","127.760,84 ","90.374,06 ","90.374,06 ","31.793,00 ","31.793,00 ","0,00 ","0,00 ","5.593,78 ","5.593,78 ","37.289,97 ","37.289,97 ","28.373,21 ","8.916,76 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","267.747,72 "
62.,45 ,OBČINA KIDRIČEVO,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","25.000,00 ","0,00 ","0,00 ","25.000,00 ","25.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.032.482,65 ","24.320,04 ","24.320,04 ","1.008.162,61 ","1.008.162,61 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","25.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","25.000,00 ","25.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","32.000,00 ","27.000,00 ","27.000,00 ","5.000,00 ","5.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","40.507,00 ","40.507,00 ","0,00 ","40.507,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.154.989,65 "
63.,46 ,OBČINA KOBARID,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","20.000,00 ","0,00 ","0,00 ","20.000,00 ","20.000,00 ","98.733,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","43.770,00 ","43.770,00 ","54.963,00 ","54.963,00 ","837.276,50 ","11.167,00 ","11.167,00 ","821.109,50 ","821.109,50 ","5.000,00 ","5.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.247,00 ","0,00 ","0,00 ","7.247,00 ","7.247,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.199,00 ","0,00 ","0,00 ","6.199,00 ","6.199,00 ","0,00 ","0,00 ","0,00 ","0,00 ","24.372,00 ","24.372,00 ","5.944,00 ","18.428,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","993.827,50 "
64.,47 ,OBČINA KOBILJE,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.198,17 ","7.198,17 ","7.198,17 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","317,00 ","0,00 ","0,00 ","317,00 ","317,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","14.090,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","14.090,00 ","14.090,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","21.605,17 "
65.,48 ,OBČINA KOČEVJE,"8.626,98 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.626,98 ","0,00 ","0,00 ","8.626,98 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","25.721,84 ","0,00 ","0,00 ","25.721,84 ","25.721,84 ","412.342,46 ","6.540,30 ","6.540,30 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","131.782,85 ","0,00 ","0,00 ","131.782,85 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","274.019,31 ","274.019,31 ","595.582,71 ","122.061,46 ","122.061,46 ","473.521,25 ","473.521,25 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","211.483,63 ","0,00 ","0,00 ","0,00 ","0,00 ","211.483,63 ","211.483,63 ","0,00 ","0,00 ","30.355,55 ","0,00 ","0,00 ","30.355,55 ","30.355,55 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","91.843,00 ","77.743,00 ","77.743,00 ","5.100,00 ","5.100,00 ","0,00 ","0,00 ","9.000,00 ","9.000,00 ","22.559,71 ","22.559,71 ","5.626,44 ","16.933,27 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.398.515,88 "
66.,49 ,OBČINA KOMEN,"5.929,43 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.929,43 ","0,00 ","0,00 ","5.929,43 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","140.411,39 ","0,00 ","0,00 ","140.411,39 ","140.411,39 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","307.174,44 ","307.174,44 ","307.174,44 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.500,00 ","0,00 ","0,00 ","3.500,00 ","3.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","43.119,37 ","43.119,37 ","0,00 ","43.119,37 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","500.134,63 "
67.,164 ,OBČINA KOMENDA,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","110.805,45 ","0,00 ","0,00 ","110.805,45 ","110.805,45 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.599,99 ","8.000,00 ","8.000,00 ","2.599,99 ","2.599,99 ","0,00 ","0,00 ","0,00 ","0,00 ","117.692,20 ","117.692,20 ","42.072,20 ","75.620,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","239.097,64 "
68.,50 ,MESTNA OBČINA KOPER,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","620.915,28 ","0,00 ","0,00 ","620.915,28 ","620.915,28 ","718.684,03 ","87.780,00 ","87.780,00 ","0,00 ","72.719,67 ","72.719,67 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","185.283,37 ","185.283,37 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","75.352,47 ","75.352,47 ","297.548,52 ","297.548,52 ","1.493.264,60 ","415.971,80 ","415.971,80 ","1.077.292,80 ","1.077.292,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","623.676,42 ","0,00 ","0,00 ","0,00 ","0,00 ","481.075,79 ","481.075,79 ","142.600,63 ","142.600,63 ","232.158,00 ","0,00 ","0,00 ","232.158,00 ","232.158,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.205.275,61 ","657.010,42 ","657.010,42 ","438.520,05 ","438.520,05 ","0,00 ","0,00 ","109.745,14 ","109.745,14 ","196.462,00 ","196.462,00 ","80.600,00 ","115.862,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.905,96 ","0,00 ","0,00 ","0,00 ","0,00 ","9.905,96 ","9.905,96 ","0,00 ","0,00 ","5.100.341,90 "
69.,197 ,OBČINA KOSTANJEVICA NA KRKI,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.465,00 ","0,00 ","0,00 ","12.465,00 ","12.465,00 ","12.971,26 ","0,00 ","0,00 ","0,00 ","12.971,26 ","12.971,26 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","90.896,08 ","0,00 ","0,00 ","90.896,08 ","90.896,08 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.238,00 ","0,00 ","0,00 ","1.238,00 ","1.238,00 ","0,00 ","0,00 ","0,00 ","0,00 ","47.854,40 ","47.854,40 ","4.412,40 ","43.442,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","155,92 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","155,92 ","155,92 ","165.580,66 "
70.,165 ,OBČINA KOSTEL,"141,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","141,00 ","141,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.576,00 ","10.576,00 ","10.576,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.717,00 "
