,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,- V EUR,,,,,- V EUR,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,- V EUR
47.,160 ,OBČINA HOČE-SLIVNICA,"156.092,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","156.092,00 ","0,00 ","156.092,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","672.003,00 ","40.170,00 ","40.170,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","555.308,00 ","555.308,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.114,00 ","8.114,00 ","68.411,00 ","68.411,00 ","570.370,00 ","0,00 ","0,00 ","561.988,00 ","561.988,00 ","8.382,00 ","8.382,00 ","0,00 ","0,00 ","0,00 ","0,00 ","45.774,00 ","0,00 ","0,00 ","0,00 ","0,00 ","31.407,00 ","31.407,00 ","14.367,00 ","14.367,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","36.780,00 ","36.780,00 ","11.519,00 ","25.261,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.481.019,00 "
48.,161 ,OBČINA HODOŠ,"32.455,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","32.455,00 ","0,00 ","32.455,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.028,00 ","0,00 ","0,00 ","12.028,00 ","12.028,00 ","111.387,00 ","0,00 ","0,00 ","0,00 ","5.473,00 ","2.875,00 ","2.598,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","97.262,00 ","97.262,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.652,00 ","8.652,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","238.188,00 ","4.000,00 ","4.000,00 ","222.437,00 ","222.437,00 ","11.751,00 ","11.751,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.893,00 ","0,00 ","0,00 ","3.893,00 ","3.893,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","397.951,00 "
49.,162 ,OBČINA HORJUL,"17.092,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","17.092,00 ","0,00 ","17.092,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","173.514,00 ","2.538,00 ","2.538,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","170.335,00 ","170.335,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","641,00 ","641,00 ","28.322,00 ","1.195,00 ","1.195,00 ","27.127,00 ","27.127,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","53.169,00 ","0,00 ","0,00 ","34.000,00 ","34.000,00 ","19.169,00 ","19.169,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","82.659,00 ","81.242,00 ","81.242,00 ","1.417,00 ","1.417,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","853.944,00 ","853.944,00 ","5.317,00 ","848.627,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.208.700,00 "
50.,34 ,OBČINA HRASTNIK,"59.571,22 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","58.971,22 ","0,00 ","58.971,22 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","600,00 ","600,00 ","0,00 ","0,00 ","0,00 ","2.160,30 ","0,00 ","0,00 ","2.160,30 ","2.160,30 ","1.014.641,07 ","6.089,18 ","6.089,18 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.800,00 ","0,00 ","7.800,00 ","0,00 ","803.899,35 ","803.899,35 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","196.852,54 ","196.852,54 ","31.938,96 ","0,00 ","0,00 ","31.938,96 ","31.938,96 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","219.071,17 ","45.298,51 ","45.298,51 ","153.536,92 ","153.536,92 ","0,00 ","0,00 ","20.235,74 ","20.235,74 ","3.756,00 ","0,00 ","0,00 ","3.756,00 ","3.756,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","56.500,42 ","56.500,42 ","0,00 ","56.500,42 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.387.639,14 "
51.,35 ,OBČINA HRPELJE-KOZINA,"170.032,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","170.032,00 ","0,00 ","170.032,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","459,00 ","459,00 ","459,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","502.896,00 ","496,00 ","496,00 ","0,00 ","15.588,00 ","0,00 ","15.588,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","113.339,00 ","113.339,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","373.473,00 ","373.473,00 ","121.978,00 ","26.073,00 ","26.073,00 ","95.905,00 ","95.905,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","372.567,00 ","0,00 ","0,00 ","57,00 ","57,00 ","372.510,00 ","372.510,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","79.999,00 ","66.480,00 ","66.480,00 ","13.519,00 ","13.519,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","56.104,00 ","56.104,00 ","0,00 ","56.104,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","29.678,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","29.678,00 ","29.678,00 ","0,00 ","0,00 ","1.333.713,00 "
52.,36 ,OBČINA IDRIJA,"408.860,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","407.749,00 ","0,00 ","407.749,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.111,00 ","1.111,00 ","0,00 ","0,00 ","0,00 ","26.559,00 ","0,00 ","0,00 ","26.559,00 ","26.559,00 ","1.581.142,00 ","0,00 ","0,00 ","0,00 ","41.434,00 ","41.434,00 ","0,00 ","0,00 ","36.173,00 ","0,00 ","36.173,00 ","0,00 ","1.291.613,00 ","1.291.613,00 ","0,00 ","0,00 ","0,00 ","7.779,00 ","7.779,00 ","530,00 ","530,00 ","203.613,00 ","203.613,00 ","231.621,00 ","0,00 ","0,00 ","228.261,00 ","228.261,00 ","0,00 ","0,00 ","3.360,00 ","3.360,00 ","0,00 ","0,00 ","471.376,00 ","80.357,00 ","80.357,00 ","167.305,00 ","167.305,00 ","213.779,00 ","213.779,00 ","9.935,00 ","9.935,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","17.912,00 ","5.833,00 ","5.833,00 ","12.079,00 ","12.079,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","490.355,00 ","490.355,00 ","384.323,00 ","106.032,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.227.825,00 "
53.,37 ,OBČINA IG,"506.749,00 ","1.835,00 ","1.835,00 ","0,00 ","0,00 ","0,00 ","0,00 ","504.914,00 ","0,00 ","504.914,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","13.052,00 ","13.052,00 ","13.052,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","258.953,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","254.476,00 ","254.476,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.477,00 ","4.477,00 ","99.212,00 ","0,00 ","0,00 ","99.212,00 ","99.212,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","218.252,00 ","0,00 ","0,00 ","10.149,00 ","10.149,00 ","141.731,00 ","141.731,00 ","66.372,00 ","66.372,00 ","248.902,00 ","0,00 ","0,00 ","248.902,00 ","248.902,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","289.228,00 ","0,00 ","0,00 ","289.228,00 ","289.228,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","238.911,00 ","238.911,00 ","12.145,00 ","226.766,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.873.259,00 "
54.,38 ,OBČINA ILIRSKA BISTRICA,"317.012,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","313.874,00 ","0,00 ","313.874,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.138,00 ","3.138,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.247.271,00 ","0,00 ","0,00 ","0,00 ","6.565,00 ","6.565,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","990.223,00 ","990.223,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","206.677,00 ","206.677,00 ","43.806,00 ","43.806,00 ","370.142,00 ","3.520,00 ","3.520,00 ","366.622,00 ","366.622,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","69.192,00 ","15.814,00 ","15.814,00 ","0,00 ","0,00 ","49.139,00 ","49.139,00 ","4.239,00 ","4.239,00 ","137.031,00 ","0,00 ","0,00 ","137.031,00 ","137.031,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","33.428,00 ","24.020,00 ","24.020,00 ","9.408,00 ","9.408,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","734.511,00 ","328.788,00 ","28.087,00 ","300.701,00 ","405.723,00 ","405.723,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.908.587,00 "
55.,39 ,OBČINA IVANČNA GORICA,"330.703,00 ","3.765,00 ","3.765,00 ","0,00 ","0,00 ","0,00 ","0,00 ","325.929,00 ","0,00 ","325.929,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.009,00 ","1.009,00 ","3.933,00 ","3.933,00 ","3.933,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.315.863,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.284.522,00 ","1.256.254,00 ","0,00 ","28.268,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","31.341,00 ","31.341,00 ","317.119,00 ","0,00 ","0,00 ","309.560,00 ","309.560,00 ","0,00 ","0,00 ","7.559,00 ","7.559,00 ","0,00 ","0,00 ","510.109,00 ","248.280,00 ","248.280,00 ","0,00 ","0,00 ","97.496,00 ","97.496,00 ","164.333,00 ","164.333,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","78.295,00 ","57.238,00 ","57.238,00 ","21.057,00 ","21.057,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.361.319,00 ","1.361.319,00 ","20.308,00 ","1.341.011,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.917.341,00 "
56.,40 ,OBČINA IZOLA,"1.174.991,76 ","1.901,29 ","1.901,29 ","0,00 ","0,00 ","0,00 ","0,00 ","1.172.303,51 ","0,00 ","1.172.303,51 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","786,96 ","786,96 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","994.621,39 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","20.157,00 ","20.157,00 ","0,00 ","0,00 ","888.369,19 ","888.369,19 ","0,00 ","0,00 ","0,00 ","45.940,80 ","45.940,80 ","40.154,40 ","40.154,40 ","0,00 ","0,00 ","514.350,00 ","0,00 ","0,00 ","514.350,00 ","514.350,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","998.055,77 ","221.765,87 ","221.765,87 ","0,00 ","0,00 ","558.166,22 ","558.166,22 ","218.123,68 ","218.123,68 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","26.966,77 ","5.684,30 ","5.684,30 ","8.407,60 ","8.407,60 ","0,00 ","0,00 ","12.874,87 ","12.874,87 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.708.985,69 "
57.,41 ,OBČINA JESENICE,"267.073,28 ","501,60 ","501,60 ","0,00 ","0,00 ","0,00 ","0,00 ","266.155,66 ","0,00 ","266.155,66 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","416,02 ","416,02 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.699.527,39 ","533.920,41 ","533.920,41 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.139.218,31 ","1.139.218,31 ","0,00 ","0,00 ","0,00 ","26.388,67 ","26.388,67 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","635.006,68 ","614.369,72 ","614.369,72 ","0,00 ","0,00 ","0,00 ","0,00 ","20.636,96 ","20.636,96 ","5.766,50 ","0,00 ","0,00 ","5.766,50 ","5.766,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","603.031,66 ","0,00 ","0,00 ","603.031,66 ","603.031,66 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","89.740,42 ","38.633,42 ","0,00 ","38.633,42 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","51.107,00 ","51.107,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","20.621,84 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","20.621,84 ","20.621,84 ","0,00 ","0,00 ","3.320.767,77 "
58.,163 ,OBČINA JEZERSKO,"16.942,46 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","16.942,46 ","0,00 ","16.942,46 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","69.064,41 ","3.000,00 ","3.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","63.367,17 ","63.367,17 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.697,24 ","2.697,24 ","12.757,61 ","11.024,49 ","11.024,49 ","1.733,12 ","1.733,12 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","121.798,18 ","17.558,00 ","17.558,00 ","28.716,68 ","28.716,68 ","0,00 ","0,00 ","75.523,50 ","75.523,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.069,62 ","10.069,62 ","0,00 ","10.069,62 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","230.632,28 "
59.,42 ,OBČINA JURŠINCI,"1.861,07 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.861,07 ","0,00 ","1.861,07 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","164,99 ","164,99 ","164,99 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","318.386,12 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","315.580,55 ","315.580,55 ","0,00 ","0,00 ","0,00 ","2.805,57 ","2.805,57 ","0,00 ","0,00 ","0,00 ","0,00 ","113.996,51 ","0,00 ","0,00 ","113.996,51 ","113.996,51 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","46.855,01 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","46.855,01 ","46.855,01 ","17.357,35 ","0,00 ","0,00 ","17.357,35 ","17.357,35 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","170.041,01 ","170.041,01 ","39.617,13 ","130.423,88 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","668.662,06 "
60.,43 ,OBČINA KAMNIK,"1.701.126,90 ","9.356,93 ","9.356,93 ","0,00 ","0,00 ","0,00 ","0,00 ","1.669.841,06 ","0,00 ","1.669.841,06 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","21.928,91 ","21.928,91 ","11.935,28 ","11.935,28 ","11.935,28 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.903.181,75 ","0,00 ","0,00 ","0,00 ","686,00 ","686,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.611.946,09 ","1.611.946,09 ","0,00 ","0,00 ","0,00 ","8.188,42 ","8.188,42 ","15.192,31 ","15.192,31 ","267.168,93 ","267.168,93 ","578.879,37 ","0,00 ","0,00 ","275.398,95 ","275.398,95 ","303.480,42 ","303.480,42 ","0,00 ","0,00 ","0,00 ","0,00 ","337.349,68 ","60.730,64 ","60.730,64 ","126.022,44 ","126.022,44 ","41.648,18 ","41.648,18 ","108.948,42 ","108.948,42 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","330.064,16 ","175.140,24 ","175.140,24 ","154.923,92 ","154.923,92 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.841.012,48 ","1.841.012,48 ","1.530.397,08 ","310.615,40 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.509,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.509,60 ","1.509,60 ","0,00 ","0,00 ","6.705.059,22 "
61.,44 ,OBČINA KANAL,"156.190,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","110.122,00 ","0,00 ","110.122,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","46.068,00 ","46.068,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","479.127,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","448.894,00 ","448.894,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","30.233,00 ","30.233,00 ","233.591,00 ","4.111,00 ","4.111,00 ","229.480,00 ","229.480,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","920.334,00 ","214.605,00 ","214.605,00 ","19.752,00 ","19.752,00 ","596.822,00 ","596.822,00 ","89.155,00 ","89.155,00 ","6.000,00 ","0,00 ","0,00 ","6.000,00 ","6.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.537.846,00 ","1.442.543,00 ","1.442.543,00 ","17.299,00 ","17.299,00 ","66.095,00 ","66.095,00 ","11.909,00 ","11.909,00 ","0,00 ","0,00 ","7.470,00 ","7.470,00 ","0,00 ","7.470,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.340.558,00 "
62.,45 ,OBČINA KIDRIČEVO,"128.041,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","128.041,00 ","0,00 ","128.041,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.909,00 ","6.909,00 ","6.909,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","160.787,00 ","0,00 ","0,00 ","0,00 ","72.144,00 ","72.144,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","79.305,00 ","79.305,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.338,00 ","9.338,00 ","252.223,00 ","223.941,00 ","223.941,00 ","28.282,00 ","28.282,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","100.463,00 ","19.952,00 ","19.952,00 ","26.023,00 ","26.023,00 ","31.192,00 ","31.192,00 ","23.296,00 ","23.296,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.264,00 ","9.264,00 ","9.264,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.406.620,00 ","1.406.620,00 ","1.406.620,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.064.307,00 "
